Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Military expenditure (current USD),MS.MIL.XPND.CD,Madagascar,MDG,37948124.1780416,47210934.6139638,71989808.0113771,68636017.8043436,71877874.4942023,69676655.2533081,58932847.7562419,59394995.9205237,66906090.1851672,73258425.2386784,76576631.109179,87357752.0692398
Military expenditure (current USD),MS.MIL.XPND.CD,Malawi,MWI,24312172.026619,11727501.4359178,52804842.9862952,46155953.6903969,62925520.091546,49454535.9108862,40793415.429498,35748121.98667,47416537.0668233,58369173.4379987,87020933.4510227,92534830.0439039
Military expenditure (current USD),MS.MIL.XPND.CD,Malaysia,MYS,1125007856.20011,1533157894.73684,4692483660.13072,4507252007.25201,4915722759.45679,4919245322.85852,4532069852.24432,4169374000.50693,3494832256.87397,3445043719.60008,3769026334.86349,3807710613.99334
Military expenditure (current USD),MS.MIL.XPND.CD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mali,MLI,52155069.5094852,43681247.6825062,161062674.572866,148865779.870604,153833697.676302,218118403.124955,309170682.221659,362398902.198564,460196191.968391,481728184.477863,475638185.672011,593365423.045511
Military expenditure (current USD),MS.MIL.XPND.CD,Malta,MLT,21152027.6659552,25353948.0516936,55893126.4813618,49922008.9066599,53789438.883423,56514879.9166599,51796606.4101142,59672922.9895778,64235888.1657335,66869091.0378528,83636363.6363636,80613245.1840875
Military expenditure (current USD),MS.MIL.XPND.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mauritania,MRT,40181617.4372589,37878312.2595983,..,142299912.345762,144215483.467584,144844330.663143,132931217.691719,136064875.96938,143769318.593189,159013352.980386,162397954.976499,200167464.114833
Military expenditure (current USD),MS.MIL.XPND.CD,Mauritius,MUS,9183570.4914724,9360142.63074485,17512018.3933672,16662229.6173045,23200896.376061,19744222.0827661,17086605.4135158,21999438.0281682,22633506.6411266,22917094.0421417,21831361.8611447,18057856.505671
Military expenditure (current USD),MS.MIL.XPND.CD,Mexico,MEX,1210872502.31103,3031454509.30458,5498458541.61133,5717035574.62318,6473144378.32759,6758693845.00224,5468837811.91633,5336875740.46474,5062076645.82129,5839521271.01987,6650808254.06726,6116376582.27848
Military expenditure (current USD),MS.MIL.XPND.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Moldova,MDA,..,5090797.96046388,22966963.6924335,23870072.823951,26710522.1342994,27565559.8376303,23051814.5944779,27431006.0797226,30926160.5431569,37404689.5300252,43009328.5730738,44533780.6571032
Military expenditure (current USD),MS.MIL.XPND.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Mongolia,MNG,..,24265559.5493512,87157848.1572792,113622769.928844,103464069.871976,105114434.894888,101733069.81011,96366789.8371294,87511743.4962015,96067489.8598111,99729483.1666539,112178387.650086
Military expenditure (current USD),MS.MIL.XPND.CD,Montenegro,MNE,..,..,79376663.8168915,67712201.3018217,64836243.0774909,67544018.0425184,56891427.3039814,61714551.6100205,65734886.3769336,78906554.3004851,77656739.8119122,102090504.958395
Military expenditure (current USD),MS.MIL.XPND.CD,Morocco,MAR,1069720491.9962,859151483.21036,3342698955.60745,3402700835.84055,4065552316.93534,4048612524.35018,3268363375.66571,3327031889.64856,3461461531.38359,3696856944.7441,3721323837.45287,4830956393.51169
Military expenditure (current USD),MS.MIL.XPND.CD,Mozambique,MOZ,84598999.6652635,55361458.4427866,118871183.035407,139100553.342967,157892114.36316,173752248.992546,134033726.386182,110463709.309065,129258386.223763,196535452.84959,217451322.290032,153741947.570941
Military expenditure (current USD),MS.MIL.XPND.CD,Myanmar,MMR,814025583.097738,9030564408.83695,..,2969236076.31588,2366989084.91061,2372895911.61414,2552370441.82802,2455784120.1322,2221961060.22858,1529364477.94262,1495509897.50203,2445821781.60336
Military expenditure (current USD),MS.MIL.XPND.CD,Namibia,NAM,..,92397796.4878102,443591424.475254,412163503.642522,389958736.662434,537456013.694723,518203685.056455,425388449.607111,456081144.821039,455569084.303806,414059489.986834,373840174.884625
Military expenditure (current USD),MS.MIL.XPND.CD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Nepal,NPL,37929191.1253967,51358135.3085642,284518851.062623,256686839.473598,281038425.693598,328115662.238927,323797729.640271,356495278.640587,436745563.546622,429373005.932663,428701839.233383,424265022.410169
Military expenditure (current USD),MS.MIL.XPND.CD,Netherlands,NLD,7420849635.78912,5971807628.52405,11647934608.0864,10364720786.7464,10226260324.8451,10332602877.9244,8667849617.38938,9115240931.64471,9580685498.2163,11114927469.5183,12000671742.0511,12578365439.4164
Military expenditure (current USD),MS.MIL.XPND.CD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,New Zealand,NZL,1057749671.87686,858414919.473911,2080091008.91919,2094946041.41686,2134105838.06923,2274145714.22645,1943757736.36221,2093352062.45253,2328156653.09662,2525003415.11223,2926961107.44891,3011388708.63076
Military expenditure (current USD),MS.MIL.XPND.CD,Nicaragua,NIC,1142475979.61993,30825265.6806786,51453111.1339038,70132969.8004391,74532010.9372725,81391929.9411777,98932947.1510318,85073598.4439089,86725444.8392143,81593932.6938754,76931506.8493151,78038645.9392707
Military expenditure (current USD),MS.MIL.XPND.CD,Niger,NER,..,20084946.6835961,83947561.3839522,148865779.870604,106064286.292608,145600369.857069,..,166192292.328363,200183929.970367,229639906.143836,247632082.845528,239545067.510035
Military expenditure (current USD),MS.MIL.XPND.CD,Nigeria,NGA,277297783.483801,368644109.462423,2384936021.71384,2316478199.86159,2418760170.87063,2357671219.29062,2065557663.35091,1723204266.39515,1621218176.40317,2043051719.21673,1860260429.56134,2567917819.04386
Military expenditure (current USD),MS.MIL.XPND.CD,North Macedonia,MKD,..,69828947.9074835,132461994.809047,119410402.524102,126506348.703425,124185105.67971,99983659.5643541,103520137.268395,100754692.052761,119606163.967345,146093380.399578,157975516.846037
Military expenditure (current USD),MS.MIL.XPND.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Norway,NOR,3394869435.47176,2922343509.99336,7232260585.48231,7143962183.06833,7391829787.23404,7336785328.3336,5815228174.60317,5997385047.52171,6853260032.98516,7541055169.17745,7520413965.6545,7112538486.03886
Military expenditure (current USD),MS.MIL.XPND.CD,Oman,OMN,1447919375.81274,1577243172.95189,5000715214.56437,9250650195.05852,8766319895.96879,8213524057.21717,7533550065.0195,7935955786.73602,6802665799.73992,7565344603.38101,6551040312.09363,6729518855.6567
Military expenditure (current USD),MS.MIL.XPND.CD,Pakistan,PAK,2810101624.33087,2973072721.91798,6954787511.26317,7478971082.02563,7645455529.42566,8654923191.90126,9483482373.08916,9973768058.78466,11461253916.5641,11732131762.0538,10388318164.5683,10376381620.8134
Military expenditure (current USD),MS.MIL.XPND.CD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Panama,PAN,73100000,0,0,0,0,0,0,0,0,0,0,0
Military expenditure (current USD),MS.MIL.XPND.CD,Papua New Guinea,PNG,68691099.4764398,33606981.6257872,64193136.1425914,110623185.275838,105100890.617551,112375755.926034,99840642.6789849,79051319.3098808,80860755.5171601,79956905.785118,80846153.8461538,85887096.7741936
Military expenditure (current USD),MS.MIL.XPND.CD,Paraguay,PRY,112234255.698035,110248167.1987,285106240.844392,320909756.560571,371215575.362154,398370830.477549,386538864.264704,343232340.562483,348179657.473011,386556389.586348,375779511.383923,364342199.983714
Military expenditure (current USD),MS.MIL.XPND.CD,Peru,PER,777066944.849536,912005730.659026,2355167833.84937,2857983382.19855,3305451871.31792,3217574656.89716,3312214570.18629,2536072334.8143,2665785313.29571,2648683287.36167,2766847335.14002,2633123389.63642
Military expenditure (current USD),MS.MIL.XPND.CD,Philippines,PHL,951481869.97388,1303077685.47914,2701492158.26159,2898685257.45463,3377027861.15129,3103131460.15886,3335550049.02957,3331502847.06337,4096341612.11719,2842618671.85446,3471584034.01952,3732673666.39125
Military expenditure (current USD),MS.MIL.XPND.CD,Poland,POL,1540736842.10526,3146106712.50118,9455422988.00142,8986838792.09222,9275711727.44588,10345153574.8722,10212785780.6075,9164190586.63773,9870680628.27225,12040673422.9565,11786153846.1538,13026680348.8969
Military expenditure (current USD),MS.MIL.XPND.CD,Portugal,PRT,1875087896.94259,2204256495.30127,4904393519.19428,4137254045.38645,4724102082.03049,4111548063.51924,3565420871.68681,4133066817.16925,3675687230.45786,4273809945.35132,4277877295.11867,4639120027.35666
Military expenditure (current USD),MS.MIL.XPND.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Qatar,QAT,790796703.296703,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Romania,ROU,1739025771.1048,935569610.340555,2379871482.4133,2102886223.40119,2452512981.08128,2691470287.45885,2580594158.27577,2644159836.08537,3622068491.8065,4359021208.90509,4613040396.88164,5726844213.99953
Military expenditure (current USD),MS.MIL.XPND.CD,Russian Federation,RUS,..,9228204143.73676,70237523951.4946,81469399931.2577,88352896463.5598,84696504653.4978,66421822179.9206,69245294552.8466,66913033536.7831,61609204756.4171,65201335848.3565,61712537168.9371
Military expenditure (current USD),MS.MIL.XPND.CD,Rwanda,RWA,95132735.4335092,61329857.1193956,75383928.5565552,79793910.0920567,82480715.5803265,90937793.2166852,103563214.70551,107278618.685189,115716812.449004,118959174.046815,124073352.626892,143021890.529578
Military expenditure (current USD),MS.MIL.XPND.CD,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Saudi Arabia,SAU,16355466666.6667,19964266666.6667,48530933333.3333,56497866666.6667,67020000000,80762400000,87185866666.6667,63672800000,70400000000,74477333333.3333,61952000000,57519424000
Military expenditure (current USD),MS.MIL.XPND.CD,Senegal,SEN,118215708.960021,62361652.6399766,230190350.650397,196661489.010376,236737915.958222,239893634.512306,214827965.170344,304764264.245112,305441261.623352,385132363.102436,356820796.02975,393007454.776096
Military expenditure (current USD),MS.MIL.XPND.CD,Serbia,SRB,..,337080608.366223,986958193.674369,853622633.230764,919809908.300835,913368512.844769,724151880.19089,710397717.130948,801700087.191948,817742205.957957,1143779270.2677,1121211783.40862
Military expenditure (current USD),MS.MIL.XPND.CD,Seychelles,SYC,14840075.699376,10325841.5560868,8712704.9511348,9924109.7489784,13766451.3239843,30909152.7178874,18101348.7758118,21920004.3921913,22290935.2644799,21561447.814228,23496255.1154351,18814132.4626866
Military expenditure (current USD),MS.MIL.XPND.CD,Sierra Leone,SLE,12387253.5425168,23310804.3515668,25476183.9067774,29758934.0797967,31684939.4114253,48810630.7877162,39226514.2658403,37414732.169548,39577826.0041243,29622478.0996257,25641867.7760126,23827381.0780594
Military expenditure (current USD),MS.MIL.XPND.CD,Singapore,SGP,1801901209.91101,4330726931.01928,8922267805.18056,9171948018.69278,9345680492.28802,9596602344.02747,9383830669.35792,9873331564.27443,10178706550.0118,10581915690.0465,10662445014.6628,10855583756.3452
Military expenditure (current USD),MS.MIL.XPND.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Slovak Republic,SVK,..,342322768.946855,1064842810.57336,1020180034.79405,967923107.869653,997703821.802668,985915492.957747,1003048083.68943,1049074346.91029,1295988102.40431,1802507836.9906,1837455830.38869
Military expenditure (current USD),MS.MIL.XPND.CD,Slovenia,SVN,..,222391556.805474,665679671.372271,543496416.521263,506742932.103314,486194870.396018,400771875.346568,449177539.095701,473796757.208807,529496122.658546,572884012.539185,574831870.511798
Military expenditure (current USD),MS.MIL.XPND.CD,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Somalia,SOM,..,..,..,..,26050000,60258000,46614000,47706000,61813000,76562000,77535000,98385000
Military expenditure (current USD),MS.MIL.XPND.CD,South Africa,ZAF,4364458203.85573,1891725013.43693,4594154077.94655,4489590095.94432,4118208483.42734,3892485091.06944,3488867947.83997,3139312128.41824,3591507613.36993,3622918742.55151,3435736037.09599,3150828880.25261
Military expenditure (current USD),MS.MIL.XPND.CD,South Sudan,SSD,..,..,1052721970.36864,988225988.700565,981983050.847458,1301525423.72881,1151920376.75944,135338143.589744,72388104.5738804,149092424.699547,186498925.22647,..
Military expenditure (current USD),MS.MIL.XPND.CD,Spain,ESP,11695038644.5437,10273779251.8887,19695435494.297,18860623363.4077,17242959322.0024,17178549314.7619,15187168681.3796,14014439635.1839,16043533257.4617,17823271130.6257,17189319301.3883,17431779322.9226
Military expenditure (current USD),MS.MIL.XPND.CD,Sri Lanka,LKA,187023405.694545,822127365.590071,1751910640.79953,1474902627.68117,1600841410.40839,1914591220.29078,2057866406.9716,1741456649.97426,1866534438.99382,1638914326.87567,1699785117.12236,1573663772.18057
Military expenditure (current USD),MS.MIL.XPND.CD,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sudan,SDN,1177777777.77778,587267572.329197,..,..,..,..,2279621639.5619,2748511976.24707,4382998816.69717,1047878719.98741,722256177.420763,934311153.803525
Military expenditure (current USD),MS.MIL.XPND.CD,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Sweden,SWE,6169504239.88687,4789440136.90975,6324747364.3036,6243671605.39748,6528737467.32024,6555518063.89502,5386942195.8071,5427549191.34014,5526592999.00266,5732822794.38131,5839555790.58699,6453627280.62554
Military expenditure (current USD),MS.MIL.XPND.CD,Switzerland,CHE,4056408189.12148,2800146846.35608,4973863848.78193,4592165377.67521,5032883664.3277,4612776476.68481,4521076909.31875,4571348246.67311,4628401508.54477,4654732701.24024,5113682092.55533,5701810436.63472
Military expenditure (current USD),MS.MIL.XPND.CD,Syrian Arab Republic,SYR,1641781737.19376,897044908.654196,2494887483.1484,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tajikistan,TJK,..,10353281.1559302,71342116.7937044,76260471.8313278,..,104280689.192818,100679580.407099,84590183.6280486,78305241.6354699,81419635.2813393,84290061.9162556,80370009.7370984
Military expenditure (current USD),MS.MIL.XPND.CD,Tanzania,TZA,87154458.2068739,135055952.644211,307473984.174236,359739418.825016,443379945.514983,507285798.994075,517075761.799188,544218297.944157,562697119.586873,599968275.122704,618943445.56818,659313034.174651
Military expenditure (current USD),MS.MIL.XPND.CD,Thailand,THA,2214017705.34092,1881009453.57725,5512983861.1819,5491915220.81131,5901296947.21083,5729778477.92734,5724812311.08837,5876294938.44837,6320716259.41973,6876114542.56436,7286122370.81485,7340188558.64493
Military expenditure (current USD),MS.MIL.XPND.CD,Timor-Leste,TLS,..,..,20530000,33388000,31683000,29624000,36959000,26217000,25442000,20610000,34400000,38456000
Military expenditure (current USD),MS.MIL.XPND.CD,Togo,TGO,50748351.7896167,..,59018874.0023651,62931049.6800365,72419237.3087199,83080011.5611006,69977174.7400457,82019690.4123156,88414114.9221704,104378994.645016,170566832.435089,116304933.35882
Military expenditure (current USD),MS.MIL.XPND.CD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Trinidad and Tobago,TTO,..,..,146080695.23973,168762442.453652,211176025.939717,188885806.75642,202106905.459739,216276660.00375,201814603.265352,166008530.068204,172525849.335303,157370326.584897
Military expenditure (current USD),MS.MIL.XPND.CD,Tunisia,TUN,247855881.539234,332389762.745499,715239597.096137,681225950.611119,759358881.242845,908357287.592479,979494041.929523,987734705.2158,858949581.256569,844227367.128514,1000922131.14754,1157372367.01178
Military expenditure (current USD),MS.MIL.XPND.CD,Turkey,TUR,5315413395.48577,9993730196.93899,17006477805.3076,17694320712.6949,18427646196.757,17576538470.5059,15668750000,17827702150.7967,17822738263.1645,19648693823.8514,20603378497.2726,17724632066.0686
Military expenditure (current USD),MS.MIL.XPND.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Uganda,UGA,107006214.22159,141303025.880522,607135070.855218,351838247.037404,300075573.371887,325663027.213463,306144695.426773,318551679.284802,346762883.760461,408367566.71345,647606606.9308,984759731.680869
Military expenditure (current USD),MS.MIL.XPND.CD,Ukraine,UKR,..,696404379.961877,2502296575.11208,2835905352.50149,2895001889.15301,2997189214.49425,2959581345.11948,2943807591.71863,3246786567.33091,4169707536.40909,5419138048.44591,5924200880.3055
Military expenditure (current USD),MS.MIL.XPND.CD,United Arab Emirates,ARE,..,5875833900.61266,19181756296.8005,19024098025.8679,23561061946.9027,22755071477.1954,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,United Kingdom,GBR,43545094840.1343,39343711272.5782,66569552573.1349,65452487554.2416,63837724855.4312,66995468654.2895,59990205719.3245,53327327634.3844,51633539217.1638,55680228214.9866,56856133066.0076,59238462250
Military expenditure (current USD),MS.MIL.XPND.CD,United States,USA,325129313986.031,320086324211.196,752288000000,725205000000,679229000000,647789000000,633829639000,639856443000,646752927000,682491400000,734344100000,778232200000
Military expenditure (current USD),MS.MIL.XPND.CD,Uruguay,URY,328351062.010466,555968792.356772,824833542.16069,924640335.588313,1045084368.40872,1034499446.67959,969906845.518716,988223629.628739,1165710348.53799,1271117731.00881,1154916148.80395,1163607697.69087
Military expenditure (current USD),MS.MIL.XPND.CD,Uzbekistan,UZB,..,115375384.615385,..,..,..,..,..,..,..,1440385072.20752,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Venezuela, RB",VEN,737870454.68601,1788322080.33625,3577531587.43851,5114847099.99301,6199698500.15542,1554727108.23932,320539157.963524,218154892.929075,2127936596.43571,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Vietnam,VNM,511970136.360832,..,2686520590.1569,3360860380.25735,3727249276.27619,4255721581.237,4562632500.69131,5017401787.37234,5073853533.65223,5500000000,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,"Yemen, Rep.",YEM,807070715.481137,473664032.451552,1612254443.40505,1618840126.70806,1648750523.52366,1714830843.68747,..,..,..,..,..,..
Military expenditure (current USD),MS.MIL.XPND.CD,Zambia,ZMB,139324047.264528,..,309113764.151856,346301423.09,381345802.082696,443604666.534936,372447569.820527,299504759.876729,339664531.368041,378025430.958942,292072462.646125,212142427.391566
Military expenditure (current USD),MS.MIL.XPND.CD,Zimbabwe,ZWE,416300000,346300000,198438000,318272000,356700000,368100000,376677000,358065000,340522000,420364000,546939000,..
Military expenditure (current USD),MS.MIL.XPND.CD,Africa Eastern and Southern,AFE,9620870423.32957,5401733241.50712,13243429787.9745,13839864655.0265,15581977215.0537,16829352906.2171,15383318097.6508,13659413872.3535,16158643503.2209,12265438298.4544,11708245731.5584,10576660181.1281
Military expenditure (current USD),MS.MIL.XPND.CD,Africa Western and Central,AFW,1058239033.95801,959300982.609087,4988713151.04179,4921502460.77794,6171135414.06019,6451564749.92889,5016333439.14496,5575535214.60029,5510400667.6926,6327621929.10337,6183403985.34211,7038810963.76906
Military expenditure (current USD),MS.MIL.XPND.CD,Arab World,ARB,36512289679.011,40740633349.2575,107921688720.066,121983945405.818,142683802368.437,155223005223.8,137950376691.89,111884463391.743,119045138484.832,120314748052.904,109318168602.463,105043610994.55
Military expenditure (current USD),MS.MIL.XPND.CD,Caribbean small states,CSS,..,..,327552252.609306,355159679.723903,392549709.739549,369393892.776193,392109174.656916,427200740.146199,427927004.576029,461655641.896216,529466623.334724,492327010.461412
Military expenditure (current USD),MS.MIL.XPND.CD,Central Europe and the Baltics,CEB,4921672408.04519,7819364628.22309,20407273070.5516,18894887158.578,19518058629.3911,20798971721.1098,19825581503.5133,19549118997.9977,22029240411.0703,27035097252.1333,29319013375.314,31738509288.5658
Military expenditure (current USD),MS.MIL.XPND.CD,Early-demographic dividend,EAR,80861303796.8443,97813472488.1069,208732409931.014,225600083483.819,240899802620.945,252410663779.148,252209943514.477,236224473591.629,259766197211.315,261251244597.278,258507557092.206,257106249620.89
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific,EAS,74692500556.9425,118117676746.769,286928801290.502,311795998063.727,323323889189.909,343284112228.319,350595261978.672,360109427051.734,377719475954.235,403203376754.815,408824241606.028,428861406027.889
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific (excluding high income),EAP,17285151838.2163,37299148017.8483,147161715370.33,171441144850.595,193307287912.06,210843668094.187,226317260875.38,228336189765.918,242137103246.232,262706223950.954,266247706715.094,279983154292.863
Military expenditure (current USD),MS.MIL.XPND.CD,East Asia & Pacific (IDA & IBRD countries),TEA,17285151838.2163,37299148017.8483,147161715370.33,171441144850.595,193307287912.06,210019223649.742,225447631245.751,227423597173.325,241175621764.75,261101779506.51,266247706715.094,279983154292.863
Military expenditure (current USD),MS.MIL.XPND.CD,Euro area,EMU,130409660821.141,106451116534.118,194351981342.865,179817147314.064,181188976822.855,179739512294.674,152760510345.17,159648589407.945,168419828258.339,183430954919.58,182900063146.83,194708316821.685
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia,ECS,..,186657391724.541,399646841332.406,394707570540.577,404192227366.939,401985055158.286,341927648115.491,344542145501.464,353285042010.268,377703506708.911,386019102417.445,397990092277.26
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia (excluding high income),ECA,..,22304443046.0926,101223468496.835,113600553378.408,122387716888.48,118103339206.08,96133121358.601,98792404230.8824,98191368885.5984,98663296725.9742,105566861646.16,100178959892.141
Military expenditure (current USD),MS.MIL.XPND.CD,Europe & Central Asia (IDA & IBRD countries),TEC,..,26110324791.9063,111785355526.813,123542712334.116,132620381259.978,129511962524.234,107229070122.475,108793279859.602,108982886566.789,111670328865.73,118354827633.66,114240566155.764
Military expenditure (current USD),MS.MIL.XPND.CD,European Union,EUU,144150726942.553,120599013812.766,222841391697.109,206793262774.482,208860008921.662,208432203192.41,178732916353.332,185228105959.437,196384814716.803,216551381472.07,217817245934.775,232813010283.706
Military expenditure (current USD),MS.MIL.XPND.CD,Fragile and conflict affected situations,FCS,7464569919.68903,17061711184.073,23256932024.6872,28028518859.8547,34814598819.8966,30119413705.3543,26580906458.147,21417395688.3992,25899172307.9287,20019884383.1547,21223399159.3321,21677360445.0064
Military expenditure (current USD),MS.MIL.XPND.CD,Heavily indebted poor countries (HIPC),HPC,4757702034.012,2824352742.42447,5455659990.17759,5521179380.66186,6953091868.66788,7576600783.32856,8770163528.94304,9962127675.56735,11698608773.9664,9039594247.0868,9107286459.25851,9880028924.14134
Military expenditure (current USD),MS.MIL.XPND.CD,High income,HIC,622263362602.263,615053301683.715,1312898121279.43,1280235326529.51,1239137282803.39,1225226795714.42,1146125851578.25,1138293509936.14,1171456884247.99,1242324269121.22,1284132665167.13,1347996802271.72
Military expenditure (current USD),MS.MIL.XPND.CD,IBRD only,IBD,81434829097.6979,115781902923.357,431600208614.751,469541596076.479,507685295443.794,517713298904.392,494097449918.386,496399301787.468,530475937628.774,545916035012.167,565112022099.73,568926987346.819
Military expenditure (current USD),MS.MIL.XPND.CD,IDA & IBRD total,IBT,93663058676.7043,133855335939.685,454716401355.366,493904136230.484,533368599364.373,545775442586.666,522730064681.965,525830278646.314,562994858035.029,577902662190.883,595116361898.601,600857814203.535
Military expenditure (current USD),MS.MIL.XPND.CD,IDA blend,IDB,4029966723.45939,4164458886.87644,10687583725.5375,11521210422.4761,12246082361.9332,13532996444.6239,13311539753.5282,14047241447.356,15409407199.8505,17664392851.4292,14839109411.7863,14951331712.1689
Military expenditure (current USD),MS.MIL.XPND.CD,IDA only,IDX,8198262855.547,13908974129.451,12428609015.0777,12841329731.5286,13437221558.6459,14529147237.6502,15321075010.0499,15383735411.4903,17109513206.4042,14322234327.2874,15165230387.0849,16979495144.5471
Military expenditure (current USD),MS.MIL.XPND.CD,IDA total,IDA,12228229579.0064,18073433016.3274,23116192740.6152,24362540154.0047,25683303920.5791,28062143682.2741,28632614763.578,29430976858.8463,32518920406.2547,31986627178.7166,30004339798.8712,31930826856.716
Military expenditure (current USD),MS.MIL.XPND.CD,Late-demographic dividend,LTE,42795772208.4645,71762357275.5061,322699493378.165,356550113327.307,389575122262.064,404667201376.438,363482641111.073,366078006750.32,384072247785.719,407423704134.76,410539943018.477,414446863756.642
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & Caribbean,LCN,18390336641.763,27240878883.0351,73819638131.6912,75357018712.7266,78493355637.2606,72772375735.5527,59413242694.7075,56712031564.3243,66620710539.4211,63233653671.6033,60611977782.926,51877999104.7991
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & Caribbean (excluding high income),LAC,16292639541.0283,22793127400.6536,63584440237.2508,63682667052.6738,65507517262.1471,64891485951.76,53289917012.0437,50493365419.6732,57755230856.3114,56250695477.7477,54102379256.1266,45956281383.2279
Military expenditure (current USD),MS.MIL.XPND.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,18390336641.763,27240878883.0351,73725893638.2991,75230146466.0305,78373972377.3487,72646736969.0328,59294872650.6546,56588372616.8756,66498157620.4145,63105044544.6473,60611977782.926,51877999104.7991
Military expenditure (current USD),MS.MIL.XPND.CD,Least developed countries: UN classification,LDC,6922861757.56624,13412647197.3219,12509127535.3452,15731297506.8584,18302444021.146,19910533824.615,17436824341.7109,16657635555.4989,18705339401.2804,14699594084.7699,15070830039.9172,16330953646.2261
Military expenditure (current USD),MS.MIL.XPND.CD,Low & middle income,LMY,90009784658.165,125591376869.933,434004348219.388,472404573751.67,510255713426.349,527405103542.966,506480688560.333,510625068408.592,544399604135.952,559624163980.859,575795301129.186,580855676085.878
